|trial_drug_cleaned|disease_type|drug_outcome|nct_id|pcd|enrollment|actual_duration|number_of_primary_outcomes_to_measure|number_of_secondary_outcomes_to_measure|number_of_arms|adult|child|has_single_facility|has_us_facility|healthy_volunteers|gender_f|gender_m|minimum_age_num|maximum_age_num|number_of_facilities|Spacy_Pregnant_Women_Excluded|LLama3_2_Criteria_Robustness|LLM_GBT_4o_Human_Importance_Ratings|days_since_first_start|cumsum_enrollment|cumavg_enrollment|cumsum_trial_duration|cumavg_trial_duration|cumulative_number_of_primary_outcomes_to_measure|cumulative_number_of_secondary_outcomes_to_measure|cumulative_number_of_arms|cumulative_adult|cumulative_child|cumulative_single_facility|cumulative_us_facility|cumulative_healthy_volunteers|cumulative_gender_f|cumulative_gender_m|cumulative_min_age|cumulative_max_age|cumulative_number_of_facilities|cumulative_Spacy_Pregnant_Women_Excluded|cumulative_LLama3_2_Criteria_Robustness|cumulative_LLM_GPT_4o_Human_Importance_Ratings|pair_trial_seq|new_therapy_area_Autoimmune|new_therapy_area_Bone|new_therapy_area_Cardiovascular|new_therapy_area_Dermatology|new_therapy_area_Endocrinology|new_therapy_area_Gastrointestinal|new_therapy_area_Genetic and Rare Diseases|new_therapy_area_Hematology|new_therapy_area_Hepatic diseases|new_therapy_area_Infections (bacterial)|new_therapy_area_Infections (viral)|new_therapy_area_Infectious Diseases|new_therapy_area_Metabolic disorders|new_therapy_area_Neurology|new_therapy_area_Neuroscience (non-progressive)|new_therapy_area_Oncology|new_therapy_area_Ophthalmology|new_therapy_area_Other|new_therapy_area_Pain|new_therapy_area_Progressive neurological disorders|new_therapy_area_Psychiatry and Mental Health|new_therapy_area_Respiratory|new_therapy_area_Rheumatology|new_therapy_area_Urology and Reproductive Health
16132|tacrolimus|Renal Disease|1|NCT04903054|2022-09-22|0.0||1.0|24.0|2.0|1|0|1|1|0|1|1|18.0|70.0|1.0|0.0|0.0|0.0|7920|760.0|108.57142857142857|203.0|33.833333333333336|8.0|134.0|17.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|1.0|99.0|44.0|1.0|2.0|2.0|7.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
16156|tacrolimus|Renal Disease|1|NCT02711826|2023-08-04|14.0||6.0|20.0|2.0|1|0|0|1|0|1|1|18.0|99.0|6.0|0.0|0.0|0.0|8236|774.0|96.75|203.0|33.833333333333336|14.0|154.0|19.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|1.0|99.0|44.0|1.0|2.0|2.0|8.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
12025|tacrolimus|Scleroderma|0|NCT00622895|2011-11-01|3.0||1.0|11.0|1.0|1|1|0|1|0|1|1|18.0|70.0|2.0|0.0|2.0|1.0|1887|3.0|3.0|||1.0|11.0|1.0|1.0|1.0|0.0|1.0|0.0|1.0|1.0|18.0|70.0|2.0|0.0|2.0|1.0|1.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
12026|tacrolimus|Scleroderma|0|NCT00622895|2011-11-01|3.0||1.0|11.0|1.0|1|1|0|1|0|1|1|18.0|70.0|2.0|0.0|0.0|0.0|1887|6.0|3.0|||2.0|22.0|2.0|1.0|1.0|0.0|1.0|0.0|1.0|1.0|18.0|70.0|2.0|0.0|2.0|1.0|1.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
12024|tacrolimus|Scleroderma|0|NCT03096782|2022-09-20|6.0||1.0|2.0|1.0|1|1|1|1|0|1|1|12.0|65.0|1.0|0.0|0.0|0.0|5863|12.0|4.0|||3.0|24.0|3.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|12.0|70.0|2.0|0.0|2.0|1.0|3.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
22552|tacrolimus|Sickle Cell Disease|0|NCT01279616|2015-01-31|8.0||1.0|0.0|1.0|1|1|1|1|0|1|1|18.0|21.0|1.0|1.0|2.0|2.0|1599|8.0|8.0|||1.0|0.0|1.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|18.0|21.0|1.0|1.0|2.0|2.0|1.0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
22550|tacrolimus|Sickle Cell Disease|0|NCT02766465|2023-05-02|138.0||1.0|7.0|2.0|1|1|0|1|0|1|1|15.0|40.0|35.0|0.0|0.0|0.0|4612|146.0|73.0|||2.0|7.0|3.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|15.0|40.0|35.0|1.0|2.0|2.0|2.0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
5381|tacrolimus|Testicular|0|NCT00109993|2006-06-30|34.0|17.0|1.0|1.0|1.0|1|0|0|1|0|1|1|18.0|99.0|6.0|0.0|0.0|0.0|1627|34.0|34.0|17.0|17.0|1.0|1.0|1.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|18.0|99.0|6.0|0.0|0.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
5386|tacrolimus|Testicular|0|NCT00049504|2011-03-31|53.0||3.0|0.0|1.0|1|1|1|1|0|1|1|18.0|99.0|1.0|0.0|0.0|0.0|3362|87.0|43.5|17.0|17.0|4.0|1.0|2.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|18.0|99.0|6.0|0.0|0.0|0.0|2.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
5382|tacrolimus|Testicular|0|NCT01789255|2014-03-31|12.0|9.0|1.0|6.0|1.0|1|0|1|1|0|1|1|18.0|75.0|1.0|0.0|0.0|0.0|4458|99.0|33.0|26.0|13.0|5.0|7.0|3.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|18.0|99.0|6.0|0.0|0.0|0.0|3.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
5383|tacrolimus|Testicular|0|NCT00089011|2014-03-31|150.0||2.0|6.0|2.0|1|1|0|1|0|1|1|18.0|74.0|5.0|0.0|0.0|0.0|4458|249.0|62.25|26.0|13.0|7.0|13.0|5.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|18.0|99.0|6.0|0.0|0.0|0.0|3.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
5015|tacrolimus|Transplantation/GVHD|1|NCT00006747|2003-02-28|4.0|27.0|1.0|0.0|1.0|1|1|0|1|0|1|1|18.0|59.0|48.0|0.0|0.0|0.0|835|4.0|4.0|27.0|27.0|1.0|0.0|1.0|1.0|1.0|0.0|1.0|0.0|1.0|1.0|18.0|59.0|48.0|0.0|0.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5131|tacrolimus|Transplantation/GVHD|1|NCT00146614|2003-04-30|105.0|9.0|1.0|0.0|1.0|1|0|0|1|0|1|1|18.0|99.0|3.0|0.0|0.0|0.0|896|109.0|54.5|36.0|18.0|2.0|0.0|2.0|1.0|1.0|0.0|1.0|0.0|1.0|1.0|18.0|99.0|48.0|0.0|0.0|0.0|2.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5169|tacrolimus|Transplantation/GVHD|1|NCT00693524|2004-03-31|94.0|16.0|1.0|1.0|2.0|1|0|0|0|0|1|1|18.0|99.0|8.0|0.0|2.0|1.0|1232|203.0|67.66666666666667|52.0|17.333333333333332|3.0|1.0|4.0|1.0|1.0|0.0|1.0|0.0|1.0|1.0|18.0|99.0|48.0|0.0|2.0|1.0|3.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5005|tacrolimus|Transplantation/GVHD|1|NCT00089037|2005-04-30||22.0|1.0|0.0|1.0|1|1|1|1|0|1|1|18.0|99.0|1.0|0.0|0.0|0.0|1627|203.0|67.66666666666667|74.0|18.5|4.0|1.0|5.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|18.0|99.0|48.0|0.0|2.0|1.0|4.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5010|tacrolimus|Transplantation/GVHD|1|NCT00096096|2006-05-31||21.0|1.0|2.0|1.0|1|1|1|1|0|1|1|18.0|65.0|1.0|0.0|0.0|0.0|2023|203.0|67.66666666666667|95.0|19.0|5.0|3.0|6.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|18.0|99.0|48.0|0.0|2.0|1.0|5.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5002|tacrolimus|Transplantation/GVHD|1|NCT00109993|2006-06-30|34.0|17.0|1.0|1.0|1.0|1|0|0|1|0|1|1|18.0|99.0|6.0|0.0|0.0|0.0|2053|237.0|59.25|112.0|18.666666666666668|6.0|4.0|7.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|18.0|99.0|48.0|0.0|2.0|1.0|6.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5013|tacrolimus|Transplantation/GVHD|1|NCT00144677|2006-06-30|30.0|31.0|1.0|3.0|1.0|1|0|1|1|0|1|1|18.0|55.0|1.0|0.0|0.0|0.0|2053|267.0|53.4|143.0|20.428571428571427|7.0|7.0|8.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|18.0|99.0|48.0|0.0|2.0|1.0|6.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5142|tacrolimus|Transplantation/GVHD|1|NCT00136903|2006-07-28|32.0||2.0|4.0|2.0|1|0|0|1|0|1|1|18.0|70.0|9.0|0.0|2.0|2.0|2081|299.0|49.833333333333336|143.0|20.428571428571427|9.0|11.0|10.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|18.0|99.0|48.0|0.0|2.0|2.0|8.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5120|tacrolimus|Transplantation/GVHD|1|NCT00106639|2006-07-31|61.0|14.0|2.0|39.0|3.0|1|0|0|1|0|1|1|18.0|70.0|20.0|0.0|1.0|1.0|2084|360.0|51.42857142857143|157.0|19.625|11.0|50.0|13.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|18.0|99.0|48.0|0.0|2.0|2.0|9.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5104|tacrolimus|Transplantation/GVHD|1|NCT00141037|2006-09-30|130.0|30.0|2.0|0.0|2.0|1|1|0|1|0|1|1|18.0|21.0|12.0|1.0|2.0|2.0|2145|490.0|61.25|187.0|20.77777777777778|13.0|50.0|15.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|18.0|99.0|48.0|1.0|2.0|2.0|10.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5112|tacrolimus|Transplantation/GVHD|1|NCT00141037|2006-09-30|130.0|30.0|2.0|0.0|2.0|1|1|0|1|0|1|1|18.0|21.0|12.0|0.0|0.0|0.0|2145|620.0|68.88888888888889|217.0|21.7|15.0|50.0|17.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|18.0|99.0|48.0|1.0|2.0|2.0|10.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5171|tacrolimus|Transplantation/GVHD|1|NCT00105235|2007-03-31|27.0|21.0|1.0|4.0|1.0|1|0|0|1|0|1|1|18.0|99.0|9.0|0.0|2.0|2.0|2327|647.0|64.7|238.0|21.636363636363637|16.0|54.0|18.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|18.0|99.0|48.0|1.0|2.0|2.0|12.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5004|tacrolimus|Transplantation/GVHD|1|NCT00014469|2007-05-31||78.0|1.0|0.0|1.0|1|1|1|1|0|1|1|18.0|99.0|1.0|0.0|0.0|0.0|2388|647.0|64.7|316.0|26.333333333333332|17.0|54.0|19.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|18.0|99.0|48.0|1.0|2.0|2.0|13.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5209|tacrolimus|Transplantation/GVHD|1|NCT00117689|2007-12-31|75.0|32.0|1.0|2.0|2.0|1|0|0|1|0|1|1|18.0|99.0|16.0|0.0|0.0|0.0|2602|722.0|65.63636363636364|348.0|26.76923076923077|18.0|56.0|21.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|18.0|99.0|48.0|1.0|2.0|2.0|14.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5012|tacrolimus|Transplantation/GVHD|1|NCT00611351|2008-02-01|5.0||1.0|3.0|1.0|1|0|1|1|0|1|1|19.0|65.0|1.0|0.0|0.0|0.0|2634|727.0|60.583333333333336|348.0|26.76923076923077|19.0|59.0|22.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|18.0|99.0|48.0|1.0|2.0|2.0|15.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5153|tacrolimus|Transplantation/GVHD|1|NCT00295607|2008-06-30|138.0|36.0|1.0|4.0|2.0|1|0|0|0|0|1|1|18.0|65.0|17.0|1.0|2.0|0.0|2784|865.0|66.53846153846153|384.0|27.428571428571427|20.0|63.0|24.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|18.0|99.0|48.0|1.0|2.0|2.0|16.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5058|tacrolimus|Transplantation/GVHD|1|NCT00282568|2008-10-31|70.0|75.0|6.0|15.0|1.0|1|0|0|1|0|1|1|18.0|65.0|9.0|0.0|2.0|1.0|2907|935.0|66.78571428571429|459.0|30.6|26.0|78.0|25.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|18.0|99.0|48.0|1.0|2.0|2.0|18.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5149|tacrolimus|Transplantation/GVHD|1|NCT00282256|2008-10-31|19.0|57.0|4.0|14.0|1.0|0|1|0|1|0|1|1|18.0|12.0|5.0|0.0|2.0|1.0|2907|954.0|63.6|516.0|32.25|30.0|92.0|26.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|18.0|99.0|48.0|1.0|2.0|2.0|18.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5151|tacrolimus|Transplantation/GVHD|1|NCT00282243|2008-10-31|70.0|69.0|4.0|17.0|1.0|1|0|0|1|0|1|1|18.0|65.0|10.0|0.0|2.0|1.0|2907|1024.0|64.0|585.0|34.411764705882355|34.0|109.0|27.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|18.0|99.0|48.0|1.0|2.0|2.0|18.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5187|tacrolimus|Transplantation/GVHD|1|NCT00455013|2008-10-31|93.0|15.0|1.0|19.0|3.0|1|0|0|1|0|1|1|18.0|70.0|17.0|1.0|2.0|1.0|2907|1117.0|65.70588235294117|600.0|33.333333333333336|35.0|128.0|30.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|18.0|99.0|48.0|1.0|2.0|2.0|18.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5135|tacrolimus|Transplantation/GVHD|1|NCT00282282|2009-01-31|31.0|36.0|1.0|2.0|1.0|1|0|1|1|0|1|1|18.0|99.0|1.0|0.0|2.0|1.0|2999|1148.0|63.77777777777778|636.0|33.473684210526315|36.0|130.0|31.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|18.0|99.0|48.0|1.0|2.0|2.0|21.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5136|tacrolimus|Transplantation/GVHD|1|NCT00282282|2009-01-31|31.0|36.0|1.0|2.0|1.0|1|0|1|1|0|1|1|18.0|99.0|1.0|0.0|0.0|0.0|2999|1179.0|62.05263157894737|672.0|33.6|37.0|132.0|32.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|18.0|99.0|48.0|1.0|2.0|2.0|21.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5175|tacrolimus|Transplantation/GVHD|1|NCT00617604|2009-09-30|218.0|21.0|1.0|19.0|2.0|1|0|0|0|0|1|1|18.0|64.0|33.0|0.0|0.0|0.0|3241|1397.0|69.85|693.0|33.0|38.0|151.0|34.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|18.0|99.0|48.0|1.0|2.0|2.0|23.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5023|tacrolimus|Transplantation/GVHD|1|NCT00240994|2009-11-30|35.0|58.0|1.0|0.0|1.0|1|1|0|1|0|1|1|1.0|20.0|4.0|0.0|0.0|0.0|3302|1432.0|68.19047619047619|751.0|34.13636363636363|39.0|151.0|35.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|1.0|99.0|48.0|1.0|2.0|2.0|24.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5041|tacrolimus|Transplantation/GVHD|1|NCT00183248|2009-11-30|9.0|62.0|2.0|5.0|2.0|1|0|1|1|0|1|1|18.0|65.0|1.0|0.0|0.0|0.0|3302|1441.0|65.5|813.0|35.34782608695652|41.0|156.0|37.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|1.0|99.0|48.0|1.0|2.0|2.0|24.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5122|tacrolimus|Transplantation/GVHD|1|NCT00078559|2010-02-28|10.0|76.0|1.0|13.0|1.0|1|0|1|1|0|1|1|18.0|65.0|1.0|1.0|2.0|2.0|3392|1451.0|63.08695652173913|889.0|37.041666666666664|42.0|169.0|38.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|1.0|99.0|48.0|1.0|2.0|2.0|26.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5214|tacrolimus|Transplantation/GVHD|1|NCT00555321|2010-03-31|260.0|26.0|6.0|53.0|5.0|1|0|0|1|0|1|1|18.0|70.0|42.0|0.0|1.0|2.0|3423|1711.0|71.29166666666667|915.0|36.6|48.0|222.0|43.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|1.0|99.0|48.0|1.0|2.0|2.0|27.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5006|tacrolimus|Transplantation/GVHD|1|NCT00555048|2010-10-31|1.0|37.0|1.0|6.0|1.0|1|1|0|1|0|1|1|18.0|50.0|2.0|0.0|0.0|0.0|3637|1712.0|68.48|952.0|36.61538461538461|49.0|228.0|44.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|1.0|99.0|48.0|1.0|2.0|2.0|28.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5132|tacrolimus|Transplantation/GVHD|1|NCT00489203|2010-11-30|140.0|43.0|1.0|16.0|2.0|1|1|0|1|0|1|1|18.0|99.0|2.0|0.0|0.0|0.0|3667|1852.0|71.23076923076923|995.0|36.851851851851855|50.0|244.0|46.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|1.0|99.0|48.0|1.0|2.0|2.0|29.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5043|tacrolimus|Transplantation/GVHD|1|NCT00543569|2011-02-28|323.0|36.0|1.0|23.0|4.0|1|0|0|1|0|1|1|18.0|99.0|38.0|0.0|0.0|0.0|3757|2175.0|80.55555555555556|1031.0|36.82142857142857|51.0|267.0|50.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|1.0|99.0|48.0|1.0|2.0|2.0|30.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5199|tacrolimus|Transplantation/GVHD|1|NCT00049504|2011-03-31|53.0||3.0|0.0|1.0|1|1|1|1|0|1|1|18.0|99.0|1.0|0.0|0.0|0.0|3788|2228.0|79.57142857142857|1031.0|36.82142857142857|54.0|267.0|51.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|1.0|99.0|48.0|1.0|2.0|2.0|31.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5003|tacrolimus|Transplantation/GVHD|1|NCT00589563|2012-02-29|32.0|57.0|4.0|10.0|3.0|1|1|0|1|0|1|1|2.0|99.0|2.0|0.0|0.0|0.0|4123|2260.0|77.93103448275862|1088.0|37.51724137931034|58.0|277.0|54.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|1.0|99.0|48.0|1.0|2.0|2.0|32.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5049|tacrolimus|Transplantation/GVHD|1|NCT00076570|2012-08-31|31.0|104.0|1.0|1.0|2.0|1|1|1|1|0|1|1|18.0|99.0|1.0|0.0|2.0|2.0|4307|2291.0|76.36666666666666|1192.0|39.733333333333334|59.0|278.0|56.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|1.0|99.0|48.0|1.0|2.0|2.0|33.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5137|tacrolimus|Transplantation/GVHD|1|NCT01044745|2012-12-19|20.0||1.0|3.0|1.0|1|0|1|1|0|1|1|19.0|75.0|1.0|0.0|2.0|1.0|4417|2311.0|74.54838709677419|1192.0|39.733333333333334|60.0|281.0|57.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|1.0|99.0|48.0|1.0|2.0|2.0|34.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5202|tacrolimus|Transplantation/GVHD|1|NCT00686855|2012-12-31|46.0|52.0|1.0|0.0|2.0|1|1|0|1|0|1|1|4.0|99.0|5.0|0.0|2.0|0.0|4429|2357.0|73.65625|1244.0|40.12903225806452|61.0|281.0|59.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|1.0|99.0|48.0|1.0|2.0|2.0|35.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5009|tacrolimus|Transplantation/GVHD|1|NCT01116232|2013-05-31|4.0|33.0|3.0|5.0|1.0|1|0|1|1|0|1|1|18.0|120.0|1.0|0.0|0.0|0.0|4580|2361.0|71.54545454545455|1277.0|39.90625|64.0|286.0|60.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|1.0|120.0|48.0|1.0|2.0|2.0|36.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5139|tacrolimus|Transplantation/GVHD|1|NCT00623012|2013-08-31|2.0|67.0|1.0|2.0|1.0|1|0|1|1|0|1|1|18.0|99.0|1.0|0.0|1.0|0.0|4672|2363.0|69.5|1344.0|40.72727272727273|65.0|288.0|61.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|1.0|120.0|48.0|1.0|2.0|2.0|37.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5133|tacrolimus|Transplantation/GVHD|1|NCT00720629|2013-12-31|8.0|73.0|1.0|5.0|2.0|1|0|1|1|0|1|1|18.0|60.0|1.0|0.0|0.0|0.0|4794|2371.0|67.74285714285715|1417.0|41.6764705882353|66.0|293.0|63.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|1.0|120.0|48.0|1.0|2.0|2.0|38.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5051|tacrolimus|Transplantation/GVHD|1|NCT00263328|2014-01-31|46.0|98.0|8.0|44.0|3.0|1|0|0|1|0|1|1|18.0|70.0|27.0|0.0|1.0|1.0|4825|2417.0|67.13888888888889|1515.0|43.285714285714285|74.0|337.0|66.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|1.0|120.0|48.0|1.0|2.0|2.0|39.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5129|tacrolimus|Transplantation/GVHD|1|NCT01789255|2014-03-31|12.0|9.0|1.0|6.0|1.0|1|0|1|1|0|1|1|18.0|75.0|1.0|0.0|0.0|0.0|4884|2429.0|65.64864864864865|1524.0|42.333333333333336|75.0|343.0|67.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|1.0|120.0|48.0|1.0|2.0|2.0|40.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5196|tacrolimus|Transplantation/GVHD|1|NCT00089011|2014-03-31|150.0||2.0|6.0|2.0|1|1|0|1|0|1|1|18.0|74.0|5.0|0.0|0.0|0.0|4884|2579.0|67.86842105263158|1524.0|42.333333333333336|77.0|349.0|69.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|1.0|120.0|48.0|1.0|2.0|2.0|40.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5124|tacrolimus|Transplantation/GVHD|1|NCT00801632|2014-04-30|5.0|64.0|1.0|7.0|1.0|1|0|1|1|0|1|1|18.0|60.0|1.0|0.0|2.0|1.0|4914|2584.0|66.25641025641026|1588.0|42.91891891891892|78.0|356.0|70.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|1.0|120.0|48.0|1.0|2.0|2.0|42.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5102|tacrolimus|Transplantation/GVHD|1|NCT01780844|2014-06-30|149.0||1.0|3.0|3.0|1|0|0|1|0|1|1|18.0|99.0|42.0|0.0|2.0|2.0|4975|2733.0|68.325|1588.0|42.91891891891892|79.0|359.0|73.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|1.0|120.0|48.0|1.0|2.0|2.0|43.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5033|tacrolimus|Transplantation/GVHD|1|NCT01436305|2015-04-30|19.0|43.0|1.0|29.0|3.0|1|0|0|1|0|1|1|18.0|65.0|3.0|0.0|0.0|0.0|5279|2752.0|67.1219512195122|1631.0|42.921052631578945|80.0|388.0|76.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|1.0|120.0|48.0|1.0|2.0|2.0|44.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
5193|tacrolimus|Transplantation/GVHD|1|NCT01529827|2015-05-28|94.0||1.0|3.0|1.0|1|1|1|1|0|1|1|3.0|75.0|1.0|0.0|0.0|0.0|5307|2846.0|67.76190476190476|1631.0|42.921052631578945|81.0|391.0|77.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|1.0|120.0|48.0|1.0|2.0|2.0|45.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
